time,open,high,low,close,Fast Trackline,Slow Trackline,Green T,Yellow T,Red T,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,ATR,Histogram,MACD,Signal line,CMF,Up Trend,Down Trend,Volume,OnBalanceVolume,MTF RSI,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Multiplier,dF_net (ROC),dF_net_5bar (momentum),Into Bear,Into Bull,Into Strong Bear,Bounce Exhaustion,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Into Bear,Into Bull,Into Strong Bear,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1771675200,68092.19,68696.91,67924.1,68620.94,67654.93788685385,,0,0,0,0,-30.81560121848032,-25.518747741481462,0,0,0,0,0,0,885.2371475633291,190.74391950073817,65.45393214435899,-125.28998735637919,0.21410083223647852,,69194.79995599246,1344.35220003,997564.6312289648,58.578931057469404,-30.81560121848032,-45,-65,40,60,80,,,,,,,,,,,15,-10,-10,-0.24311007864587114,0.17657990725930384,0.16549805467376344,-0.4,-0.18,0.970619303977095,-0.010734298123537211,0.0706737836015241,0,0,0,0,-0.36311007864587114,,,,,0,0,0,67094.9466452809,75870.13555294127,75870.13555294127,68877.36336170658,92476.10811192956,0,0,0,0,65935.0535928457,67012.51237647056,68089.97116009543,67629.63780646591,70836.17217723695,0,0,0,0,54702.257432425686,65551.29623529408,65551.29623529408,67654.93788685385,80830.15559651301,0,0,0,0,0.6574407908762825,,,,,0.4380490927637395
1771689600,68612.57,68648.9,68100.5,68544.71,67654.93788685385,,0,0,0,0,-30.81560121848032,-25.518747741481462,0,0,0,0,0,0,861.1773513088052,197.5851525285681,121.69145330433093,-75.89369922423717,0.2553190846558591,,69194.79995599246,1959.67127378,995604.9599551847,57.7400304696073,-30.81560121848032,-45,-65,40,60,80,,,,,,,,,,,15,15,-10,-0.2540227457529238,0.165744883884644,0.16549805467376344,-0.4,-0.18,0.9682301849208446,-0.010912667107052632,0.0649916670553144,0,0,0,0,-0.37402274575292377,,,,,0,0,0,67094.9466452809,75870.13555294127,75870.13555294127,68877.36336170658,92476.10811192956,0,0,0,0,65931.51451745996,67000.01611764706,68068.51771783415,67860.40622088131,70836.17217723695,0,0,0,0,54702.257432425686,65551.29623529408,65551.29623529408,67654.93788685385,80830.15559651301,0,0,0,0,0.6574407908762825,,,,,0.41932211258145435
1771704000,68544.46,68600.98,67894.8,67974.35,67654.93788685385,,0,0,0,0,-30.81560121848032,-25.518747741481462,0,0,0,0,0,0,850.1061119296044,155.80823029811665,118.86658864840865,-36.941641649708004,0.23626295675155712,,69194.79995599246,1211.64255748,994393.3173977047,51.76656659375121,-30.81560121848032,-45,-65,40,60,80,,,,,,,,,,,10,10,-10,-0.3850429309846828,0.15483882921010148,0.16549805467376344,-0.4,-0.3,0.965255389129507,-0.131020185231759,-0.05318846400510785,0,0,0,0,-0.3850429309846828,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,65934.23257598419,67001.05567058825,68067.8787651923,67860.40622088131,70836.17217723695,0,0,0,0,53783.44681057054,64754.73131764705,64754.73131764705,67654.93788685385,80830.15559651301,0,0,0,0,0.6677231927478048,,,,,0.4376644284591794
1771718400,67977.37,68209.45,67802.62,68033.62,67654.93788685385,,0,0,0,0,-30.81560121848032,-25.518747741481462,0,0,0,0,0,0,818.4435325060613,125.57480273428091,120.02686176814314,-5.547940966137773,0.3324665387324451,,69194.79995599246,1105.47055021,995498.7879479147,52.318604299800484,-30.81560121848032,-45,-65,40,60,80,,,,,,,,,,,15,15,-10,-0.3910584456995741,0.1462998981273501,0.16549805467376344,-0.4,-0.3,0.9804757314444524,-0.006015514714891312,-0.04914400442879174,0,0,0,0,-0.3910584456995741,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,65956.77525262612,67018.5331529412,68080.2910532563,67860.40622088131,70836.17217723695,0,0,0,0,53783.44681057054,64754.73131764705,64754.73131764705,67654.93788685385,80830.15559651301,0,0,0,0,0.6677231927478048,,,,36.705653732012905,0.4185901423085099
1771732800,68033,68171.68,67875.82,68007.53,67654.93788685385,,0,0,0,0,-30.81560121848032,-25.518747741481462,0,0,0,0,0,0,781.116137327056,98.42781406402595,117.48682661389466,19.059012549868715,0.3047939736018788,,69194.79995599246,686.55648599,994812.2314619247,52.036278459550594,-30.81560121848032,-45,-65,40,60,80,,,,,,,,,,,15,15,-10,-0.39573636149624086,0.14091578280890327,0.16549805467376344,-0.4,-0.3,0.9847412480273875,-0.004677915796666765,-0.16336058097390704,0,0,0,0,-0.39573636149624086,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,65974.4874145458,67032.24202352946,68089.99663251311,67860.40622088131,70836.17217723695,0,0,0,0,53783.44681057054,64754.73131764705,64754.73131764705,67654.93788685385,80830.15559651301,0,0,0,0,0.6677231927478048,,,,,0.4276956812533453
1771747200,68007.03,68237.5,67916.76,68207.3,67654.93788685385,,0,0,0,0,-30.81560121848032,-25.518747741481462,0,0,0,0,0,0,748.232127517981,88.82795615407132,130.09395774245786,41.266001588386544,0.28903064175094967,,69194.79995599246,497.34742961,995309.5788915347,54.07961938076696,-30.81560121848032,-45,-65,40,60,80,,,,,,,,,,,15,15,-10,-0.4005167515450491,0.13551013249082708,0.16549805467376344,-0.4,-0.3,0.9887466812878895,-0.0047803900488082585,-0.1574066728991781,0,0,0,0,-0.4005167515450491,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,66016.77055492532,67068.3509176471,68119.93128036888,67860.40622088131,70836.17217723695,0,0,0,0,53783.44681057054,64754.73131764705,64754.73131764705,67654.93788685385,80830.15559651301,0,0,0,0,0.6677231927478048,,,,,0.43403715598050474
1771761600,68208.55,68223.98,67296.86,67678.98,67654.93788685385,,0,0,0,0,-30.81560121848032,-25.518747741481462,0,0,0,0,0,0,761.0098326952677,44.06208054579482,96.34360227063007,52.28152172483525,0.2551497376429154,,69194.79995599246,2282.23513444,993027.3437570947,48.227968668141095,-30.81560121848032,-45,-65,40,60,80,,,,,,,,,,,15,15,-10,-0.40441099616246085,0.13009094916377573,0.16549805467376344,-0.4,-0.3,1,-0.003894244617411724,-0.15038825040953718,0,0,0,0,-0.40441099616246085,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,66032.13276308717,67074.69625882353,67074.69625882353,67860.40622088131,70836.17217723695,0,0,0,0,53783.44681057054,64754.73131764705,64754.73131764705,67654.93788685385,80830.15559651301,0,0,0,0,0.6677231927478048,,,,,0.452520400443038
1771776000,67679.23,67701.73,67180.2,67416.56,67654.93788685385,,1,0,0,0,-30.81560121848032,-25.518747741481462,0,0,0,0,0,0,743.9041303598914,-3.5297820906212394,47.8692941115587,51.39907620217994,0.279354984200966,,69194.79995599246,1150.75346419,991876.5902929046,45.58925752602714,-30.81560121848032,-45,-65,40,60,80,,,,,,,,,,,15,15,-10,-0.4098383796005945,0.12466356572564208,0.16549805467376344,-0.4,-0.3,1,-0.005427383438133648,-0.02479544861591182,0,0,0,0,-0.4098383796005945,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,66126.01875867542,67115.90164705882,67115.90164705882,67860.40622088131,70836.17217723695,0,0,0,0,53783.44681057054,64754.73131764705,64754.73131764705,67654.93788685385,80830.15559651301,0,0,0,0,0.6677231927478048,,,,,0.4057443889928175
1771790400,67417.31,67743.05,67341.94,67638.02,67654.93788685385,,0,0,0,0,-30.489173154384588,-25.518747741481462,0,0,0,0,0,0,719.4188353341849,-19.50993831111812,27.011653313282295,46.521591624400415,0.2723372670792739,,69194.79995599246,1159.79590788,993036.3862007846,48.166676293947546,-30.489173154384588,-45,-65,40,60,80,,,,,,,,,,,10,10,-50,-0.25527040924380606,0.11923153608243049,0.16549805467376344,-0.24,-0.3,1,0.15456797035678843,0.13578803645576792,0,0,0,0,-0.25527040924380606,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,66193.13491402043,67153.16425882354,67153.16425882354,67860.40622088131,70836.17217723695,0,0,0,0,52936.26053543386,64009.01938823528,64009.01938823528,67654.93788685385,79183.15805390495,0,0,0,0,0.6677231927478048,,,,,0.41776322212329975
1771804800,67638.03,67677.93,64305.73,64952.28,67654.93788685385,,0,0,0,0,-30.489173154384588,-25.518747741481462,0,0,0,0,0,0,908.9032042388852,-200.32502833043316,-203.88469378864102,-3.559665458207874,0.07108189953594757,,68761.89547612808,7692.70065619,985343.6855445945,29.75708688290608,-30.489173154384588,-45,-65,40,60,80,,,,,,,,,,,15,15,-35,-0.42070471691175454,0.113797228414482,0.16549805467376344,-0.4,-0.3,1,-0.16543430766794848,-0.024968355415513788,0,0,0,0,-0.42070471691175454,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,65974.41641660976,66989.69560000008,66989.69560000008,65695.25653491667,70836.17217723695,0,0,0,0,52936.26053543386,64009.01938823528,64009.01938823528,67654.93788685385,79183.15805390495,0,0,0,0,0.6677231927478048,,0,-1.1842378929335002e-15,31.67754897471771,0.4793925484658029
1771819200,64954.53,66022.18,64694.48,65972.13,66960.99726107896,,0,0,0,0,-30.65349328322337,-25.518747741481462,0,0,0,0,0,0,938.8172610789642,-238.0381575426988,-301.10736238658137,-63.06920484388258,0.11278556682085634,,68249.69892851527,2766.78115252,988110.4666971145,39.25191356961765,-30.65349328322337,-45,-65,40,60,80,,,,,,,,,,,15,15,-35,-0.4261397247285405,0.10836222059769604,0.16549805467376344,-0.4,-0.3,1,-0.005435007816785964,-0.025622973183491493,0,0,0,0,-0.4261397247285405,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,65900.80782862785,66914.95809411764,66914.95809411764,65695.25653491667,70836.17217723695,0,0,0,0,52936.26053543386,64009.01938823528,64009.01938823528,66960.99726107896,79183.15805390495,0,0,0,0,0.6677231927478048,,,,,0.3568173704289447
1771833600,65969.38,66604.17,65584.75,66223.73,66960.99726107896,,0,0,0,0,-30.65349328322337,-25.518747741481462,0,0,0,0,0,0,944.5745995733238,-232.56614863219195,-353.77689063412254,-121.21074200193058,0.10499012078456152,,68249.69892851527,2324.38210375,990434.8488008645,41.3578882644447,-30.65349328322337,-45,-65,40,60,80,,,,,,,,,,,15,15,-35,-0.43157438156819405,0.10292756375804252,0.16549805467376344,-0.4,-0.3,1,-0.005434656839653551,-0.02716338540573332,0,0,0,0,-0.43157438156819405,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68877.36336170658,92476.10811192956,0,0,0,0,65882.05406512754,66874.67609411763,66874.67609411763,65695.25653491667,70836.17217723695,0,0,0,0,52936.26053543386,64009.01938823528,64009.01938823528,66960.99726107896,79183.15805390495,0,0,0,0,0.6677231927478048,,,,,0.39171464439045495
1771848000,66226.99,66527.54,65532.75,65668.61,66960.99726107896,,0,0,0,0,-31.824662738053647,-26.455683305345683,0,0,0,0,0,0,948.1614138895145,-251.2663039896059,-435.29362198893796,-184.02731799933207,-0.00026313804354499964,,68249.69892851527,5243.21406563,985191.6347352345,38.21040715169195,-31.824662738053647,-45,-65,40,60,80,,,,,,,,,,,15,-10,-35,-0.43471009028119306,0.09749395793479489,0.16549805467376344,-0.4,-0.3,1.0235696360977107,-0.003135708712999008,-0.02487171068059868,0,0,0,0,-0.43471009028119306,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68010.92181672838,92476.10811192956,0,0,0,0,65898.74089765068,66834.56677647057,66834.56677647057,65695.25653491667,70836.17217723695,0,0,0,0,52936.26053543386,64009.01938823528,64009.01938823528,66960.99726107896,79183.15805390495,0,0,0,0,0.6677231927478048,,,,,0.39124163027478087
1771862400,65667.48,65736.33,64106.36,64298.98,66733.19202718312,,0,0,0,0,-31.878605372327456,-26.455683305345683,0,0,0,0,0,0,996.8620271831206,-335.5442491965069,-603.4576294949657,-267.9133802984588,-0.06193873490861376,,68034.45630888763,7024.62290497,978167.0118302646,31.783431800910975,-31.878605372327456,-45,-65,40,60,80,,,,,,,,,,,15,5,-10,-0.4965856735316628,0.037916271794573804,0.16549805467376344,-0.4,-0.3,1,-0.06187558325046971,-0.24131526428785682,0,0,0,0,-0.4965856735316628,,,,,0,0,0,65798.15653658741,74830.92802352947,74830.92802352947,68010.92181672838,92476.10811192956,0,0,0,0,65704.41528574424,66678.81018823532,66678.81018823532,65695.25653491667,70836.17217723695,0,0,0,0,52936.26053543386,64009.01938823528,64009.01938823528,66733.19202718312,79183.15805390495,0,0,0,0,0.6677231927478048,,,,,0.39315686900088176
1771876800,64299.55,65017.77,63891.25,64652.47,66023.89331095575,,1,1,0,0,-33.17730133201757,-27.36027462209912,0,0,0,0,0,0,1006.1233109557546,-345.77682738269147,-700.1344145268231,-354.3575871441316,-0.09173300008391079,,67594.26617799886,4422.35405231,982589.3658825746,34.83013632271859,-33.17730133201757,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-40,-0.524954022471788,0.009547922854448578,0.16549805467376344,-0.4,-0.3,1,-0.028368348940125243,-0.10424930556003359,0,0,0,0,-0.524954022471788,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,67174.39097267635,92476.10811192956,0,0,0,0,65487.51603420943,66516.96421176476,66516.96421176476,65554.33884250854,70813.0420341541,0,0,0,0,51904.92957847247,63121.34945882355,63121.34945882355,66023.89331095575,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.36372098379306694
1771891200,64654.97,65009.33,63313.4,63586.9,66023.89331095575,,0,0,0,0,-33.17730133201757,-27.36027462209912,0,0,0,0,0,0,1055.3952173160578,-398.8357940443879,-852.9023296996165,-454.0665356552286,-0.19617681418772936,,67495.92456019898,4634.37957714,977954.9863054346,30.41967005520874,-33.17730133201757,-45,-65,40,60,80,,,,,,,,,,,5,5,-20,-0.492814573124976,0.04168737220126056,0.16549805467376344,-0.4,-0.3,1,0.03213944934681201,-0.06667484839643562,0,0,0,0,-0.492814573124976,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,67174.39097267635,92476.10811192956,0,0,0,0,65094.65280182364,66250.21562352953,66250.21562352953,65327.54971829128,70813.0420341541,0,0,0,0,51904.92957847247,63121.34945882355,63121.34945882355,66023.89331095575,79183.15805390495,0,0,0,0,0.6359173402942633,,,,30.808079966578134,0.37370943187152594
1771905600,63590.88,63624.93,62709.6,63191.26,64670.32055893634,,1,1,0,0,-34.3973096615869,-28.079868283554436,0,0,0,0,0,0,1045.3905589363396,-432.2936776371487,-994.4336327016645,-562.1399550645158,-0.20270856494290784,,66442.96760417908,3688.78205823,974266.2042472046,28.953664037531738,-34.3973096615869,-45,-65,40,60,80,,,,,,,,,,,5,-10,-20,-0.6405201153789353,-0.10601817005269866,0.16549805467376344,-0.4,-0.3,1,-0.14770554225395927,-0.20894573381074133,0,0,0,0,-0.6405201153789353,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,66508.93876034234,92476.10811192956,0,0,0,0,64710.13204291118,65985.45588235302,65985.45588235302,64172.82562444504,70813.0420341541,0,0,0,0,51904.92957847247,63121.34945882355,63121.34945882355,64670.32055893634,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.34218324086936114
1771920000,63190.75,63440.85,62946.84,63239.3,64446.85623329803,,0,0,0,0,-34.45022440013353,-28.079868283554436,0,0,0,0,0,0,1006.0062332980298,-422.41215873594535,-1090.1551534844475,-667.7429947485022,-0.18055745150870178,,66290.18034376117,2016.99411115,976283.1983583546,29.398584266998483,-34.45022440013353,-45,-65,40,60,80,,,,,,,,,,,5,5,-20,-0.6657089168374146,-0.131206971511178,0.16549805467376344,-0.4,-0.3,1,-0.02518880145847935,-0.23099882655622167,0,0,0,0,-0.6657089168374146,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,66508.93876034234,92476.10811192956,0,0,0,0,64340.13297805708,65721.61442352939,65721.61442352939,64124.02918638373,70813.0420341541,0,0,0,0,51904.92957847247,63121.34945882355,63121.34945882355,64446.85623329803,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.35555321567304016
1771934400,63240.29,64047.32,62530.43,63999.55,64446.85623329803,,0,0,0,0,-35.74890527749034,-29.118812985439884,0,0,0,0,0,0,1042.497930919599,-339.47000642198066,-1092.080502775978,-752.6104963539973,-0.07100758604784137,,66290.18034376117,6046.55407056,982329.7524289147,36.2070784814724,-35.74890527749034,-45,-65,40,60,80,,,,,,,,,,,5,-10,-20,-0.6833311448124098,-0.1488291994861731,0.16549805467376344,-0.4,-0.3,1,-0.01762222797499513,-0.1867454712807471,0,0,0,0,-0.6833311448124098,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,65548.16313460359,92476.10811192956,0,0,0,0,64101.39563125557,65535.27400000009,65535.27400000009,64113.41924449918,70813.0420341541,0,0,0,0,51904.92957847247,63121.34945882355,63121.34945882355,64446.85623329803,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.3902891028071567
1771948800,63998.33,64757.72,63717.08,64459.32,64446.85623329803,,0,0,0,0,-35.74890527749034,-29.118812985439884,0,0,0,0,0,0,1042.365221568199,-233.48503999586183,-1044.4667963488246,-810.9817563529627,-0.034040218753712784,,66290.18034376117,4989.91934801,987319.6717769246,39.976934140635024,-35.74890527749034,-45,-65,40,60,80,,,,,,,,,,,15,5,-10,-0.669655369086951,-0.15095653474830473,0.18130116566135374,-0.4,-0.3,1,0.01367577572545875,-0.1447013466151631,0,0,0,0,-0.669655369086951,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,65548.16313460359,92476.10811192956,0,0,0,0,63948.63020254624,65404.792776470626,65404.792776470626,64113.41924449918,70813.0420341541,0,0,0,0,51904.92957847247,63121.34945882355,63121.34945882355,64446.85623329803,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.365494352721946
1771963200,64459.32,64608.34,63856.71,64081.31,64446.85623329803,,1,0,0,0,-35.74890527749034,-29.118812985439884,0,0,0,0,0,0,1021.5984200276133,-171.54619392748168,-1025.414498762315,-853.8683048348332,-0.06809359192084354,,66290.18034376117,2836.57390297,984483.0978739547,37.98919380927405,-35.74890527749034,-45,-65,40,60,80,,,,,,,,,,,10,0,-35,-0.5720113197392205,-0.1854799665560247,0.18972613415436057,-0.4,-0.18,0.9798225504784458,0.09764404934773052,-0.07919674661424458,0,1,0,0,-0.6920113197392204,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,65548.16313460359,92476.10811192956,0,0,0,0,63695.85612624201,65204.09216470598,65204.09216470598,64113.41924449918,68097.32188885739,0,0,0,0,51049.469896931565,62346.58618823525,62346.58618823525,64446.85623329803,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.3699916034286732
1771977600,64081.33,66328.14,63936.14,65407.6,64446.85623329803,,0,0,0,0,-35.74890527749034,-29.118812985439884,0,0,0,0,0,0,1119.484247168498,-31.306106523551534,-893.0009379892726,-861.6948314657211,-0.06547428000239396,,66290.18034376117,5105.96623017,989589.0641041247,47.79687910581055,-35.74890527749034,-45,-65,40,60,80,,,,,,,,,,,15,5,-20,-0.5933513563757458,-0.20886747397453445,0.18972613415436057,-0.4,-0.18,0.9722791522574069,-0.021340036636525284,0.0471687590031894,0,0,0,0,-0.7133513563757459,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,65548.16313460359,92476.10811192956,0,0,0,0,63614.61473566317,65129.70908235305,65129.70908235305,64487.16258957464,68097.32188885739,0,0,0,0,51049.469896931565,62346.58618823525,62346.58618823525,64446.85623329803,79183.15805390495,0,0,0,0,0.6359173402942633,,,,42.50173329546056,0.4119761340102073
1771992000,65407.85,65670.22,64775.74,65046.94,64446.85623329803,,0,0,0,0,-35.04620360459217,-29.118812985439884,0,0,0,0,0,0,1103.4125152278914,43.07420985704016,-807.852069144421,-850.9262790014611,-0.0635391785687552,,66290.18034376117,2218.41582017,987370.6482839547,45.68105557927767,-35.04620360459217,-45,-65,40,60,80,,,,,,,,,,,15,5,-20,-0.7272826613088486,-0.224831219634381,0.18972613415436057,-0.4,-0.3,0.9652075713333204,-0.1339313049331028,-0.061573744471434044,0,0,0,0,-0.7272826613088486,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,65548.16313460359,92476.10811192956,0,0,0,0,63565.72490371506,65072.40164705892,65072.40164705892,64487.16258957464,68097.32188885739,0,0,0,0,51049.469896931565,62346.58618823525,62346.58618823525,64446.85623329803,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.3563698606149778
1772006400,65047.44,65697.73,64973.63,65437.78,64446.85623329803,,0,0,0,0,-35.04620360459217,-29.118812985439884,0,0,0,0,0,0,1076.3187641401848,120.13655810538273,-700.7555813697327,-820.8921394751154,-0.05591372530514311,,66290.18034376117,2158.63653556,989529.2848195147,48.34939471848395,-35.04620360459217,-45,-65,40,60,80,,,,,,,,,,,15,15,-20,-0.7363469954140272,-0.23584590902264946,0.18972613415436057,-0.4,-0.3,0.9585628621044971,-0.009064334105178595,-0.05301585060161751,0,0,0,0,-0.7363469954140272,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,65548.16313460359,92476.10811192956,0,0,0,0,63539.994562650296,65037.76131764711,65037.76131764711,64487.16258957464,68097.32188885739,0,0,0,0,51049.469896931565,62346.58618823525,62346.58618823525,64446.85623329803,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.38235115657745167
1772020800,65435.6,67602.07,65339.13,67427.63,64446.85623329803,,0,0,0,0,-34.36776011702709,-29.118812985439884,0,0,0,0,0,0,1161.077423844458,296.61148343818445,-450.1277851773848,-746.7392686155692,0.034414471467925964,63186.401964336255,,7553.41415438,997082.6989738947,59.308983557211064,-34.36776011702709,-45,-65,40,60,80,,,,,,,,,,,15,15,-20,-0.46221835148334883,-0.2435612994006222,0.18972613415436057,-0.24,-0.18,0.9523043529842365,0.2741286439306783,0.20743701760360206,0,1,0,0,-0.5822183514833488,,,,,0,1,0,64193.86411528448,73584.28774117648,73584.28774117648,65548.16313460359,92476.10811192956,0,0,0,0,63679.33672213129,65161.47127058828,66643.60581904526,65333.798522018114,68097.32188885739,0,0,0,0,51049.469896931565,62346.58618823525,62346.58618823525,64446.85623329803,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.4216163316309538
1772035200,67432.78,69578.22,67428.02,69069.02,66196.26310643015,,0,0,0,0,-33.95351320294345,-29.118812985439884,0,0,0,0,0,0,1231.7568935698534,503.2312382459438,-117.70022080813942,-620.9314590540832,0.09135685084750154,64554.964163672434,,10747.43814511,1007830.1371190047,65.76250747216233,-33.95351320294345,-45,-65,40,60,80,,,,,,,,,,,15,15,-10,-0.19798979384997803,-0.086085797843961,0.18972613415436057,-0.24,-0.06823307262514045,0.9232981208267207,0.26422855763337083,0.37402152588924237,0,0,0,0,-0.30975672122483755,,,,,0,0,0,64193.86411528448,73584.28774117648,73584.28774117648,65548.16313460359,92476.10811192956,0,0,0,0,63881.824302245106,65392.90124705891,66903.97819187271,67451.97612357684,68097.32188885739,0,0,0,0,51049.469896931565,62346.58618823525,62346.58618823525,66196.26310643015,79183.15805390495,0,0,0,0,0.6359173402942633,,,,,0.40131718398369154
1772049600,69071.63,70057.25,67627.17,68011.07,66309.81859882799,,0,0,0,0,-33.12330571949348,-28.90791449199328,0,0,0,0,0,0,1317.351401172007,544.5013007614832,59.69516689777083,-484.8061338637124,0.05089454085758422,64559.84574730518,,5441.88845474,1002388.2486642647,59.24085372838073,-33.12330571949348,-45,-65,40,60,80,,,,,,,,,,,10,35,-10,-0.22468194234466876,-0.030041491672109823,0.08711903690545753,-0.24,-0.04467586772307638,0.902921593345265,-0.02669214849469073,0.3686694140310769,0,0,0,0,-0.3117573300272184,,,,,0,0,0,63016.547839127525,72616.40367058822,72616.40367058822,65743.1938534097,92476.10811192956,0,0,0,0,64001.92176516999,65521.14649411768,67040.37122306538,67674.77925760706,68097.32188885739,0,0,0,0,50685.832165858345,61941.07134117642,61941.07134117642,66309.81859882799,79183.15805390495,0,0,0,0,0.67003373456548,,,,,0.40988653033285216
1772064000,68006.07,68725.77,67753.94,68235.85,66461.2686989117,,0,0,0,0,-33.08744342950201,-28.90791449199328,0,0,0,0,0,0,1292.6713010882922,560.5897379346248,215.93103855456866,-344.6586993800562,0.05073418382425277,64559.84574730518,,3058.66924335,1005446.9179076147,60.14520501254702,-33.08744342950201,-45,-65,40,60,80,,,,,,,,,,,15,25,-10,-0.17517327755420986,-0.006659082772007276,0.14519839484242922,-0.24,-0.07445977953846063,0.8877938690040372,0.0495086647904589,0.5521093837546386,0,1,0,1,-0.3202989236917927,,,,,0,0,0,63016.547839127525,72616.40367058822,72616.40367058822,65743.1938534097,92476.10811192956,0,0,0,0,64154.51146042864,65681.37032941183,67208.22919839501,67674.77925760706,68097.32188885739,0,0,0,0,50685.832165858345,61941.07134117642,61941.07134117642,66461.2686989117,79183.15805390495,0,0,0,0,0.67003373456548,,,,41.51804954118341,0.3928193716253563
1772078400,68229.04,68876.07,67850.96,67858.41,66577.40022041801,,0,0,0,0,-31.785861243665522,-28.51201484896746,0,0,0,0,0,0,1273.5597795819856,520.3414668181305,305.76813414260687,-214.57333267552357,0.023180802913658777,64559.84574730518,,1968.43225332,1003478.4856542947,57.82512172102692,-31.785861243665522,-45,-65,40,60,80,,,,,,,,,,,15,40,-10,-0.19680798575900743,-0.03132024174259699,0.14519839484242922,-0.24,-0.07445977953846063,0.87951431822799,-0.02163470820479757,0.5395390096550197,0,1,0,0,-0.3419336318965902,,,,,0,0,0,63016.547839127525,72616.40367058822,72616.40367058822,66109.306435309,92476.10811192956,0,0,0,0,64268.45321606679,65799.77614117652,67331.09906628626,67674.77925760706,68097.32188885739,0,0,0,0,50685.832165858345,61941.07134117642,61941.07134117642,66577.40022041801,79183.15805390495,0,0,0,0,0.67003373456548,,,,,0.4213413286845026
